物述有栖：Happy New Year! 虽然中文很难，但也希望能把这首歌的心情传达给一直喜欢日本歌曲的大家们今年也拜托大家啦
白上吹雪：“新年快乐吱—！（老鼠叫） 今年也要请大家多多关照吱","原创音乐","#星之回响##2020拜年祭单品#","琉绮Ruki","420249427",1267799,10886,4697,66213,78876,12691,89950,2020-02-20-13:50:53,
#1,时间线·TimeLine,4095,#16,5899665,[有效],"【板绘教程】20分钟画出光感巨作（啥）零基础无门槛只要你大胆【脐带】","http://i0.hdslb.com/bfs/archive/0b875025fc14d575786b740923ed489a65a7b768.jpg",2016-08-19-07:36:18,"看不懂的既几去sai里试一下就马上会了
巨简单
真的
看我的眼睛
（骚笑","绘画","","脐带老妖","797795",141401,1370,317,18777,4062,847,1955,2020-02-19-16:10:40,
#1,时间线·TimeLine,4095,#17,14106309,[有效],"【sai入门基础&高阶知识】第一次接触板绘怎么办？这里有详细的sai使用说明哦，原速视频讲解并附带内容目录~","http://i0.hdslb.com/bfs/archive/1e5034708910eddaaf7bccb74de70838b4a677e9.jpg",2017-09-02-13:25:10,"up在淘宝店铺【鲤川教育】买的sai2
这次的bgm不放在简介了看最底下有歌名提示
这次主要以sai2为讲解实例
还有什么问题欢迎在评论区补充up会做解答~","绘画","","大份海鲜饼蛋蛋面","2953749",427604,3147,846,67040,14341,2949,11280,2020-02-19-16:07:49,
#1,时间线·TimeLine,4095,#18,80919952,[有效],"【 热 血 带 专 】保安教父——带篮子","http://i2.hdslb.com/bfs/archive/172860275e90aca974b90a0359e1a06c0c6cd224.jpg",2019-12-27-17:25:46,"呃呃。。支持一下吧","日常","#教父##经典##陈义#","网络巡视员","33581083",85346,144,238,991,700,635,1727,2020-02-19-15:50:55,
#1,时间线·TimeLine,4095,#19,57035933,[有效],"【B站十周年】B站小伙儿三件套 By抽象带篮子工作室","http://i0.hdslb.com/bfs/archive/1d2425fd89818772acc31cbfb207d529c398b509.jpg",2019-06-28-11:00:43,"祝愿bilibili生日快乐 ！十岁啦！祝越办越好！干杯????(⁎⁍̴̛ᴗ⁍̴̛⁎) 衣服免费送(邮费自理) 请私信我","日常","#干杯十周年##带带大师兄##抽象带篮子#","抽象带篮子官方频道","286631646",385789,150,1018,2505,5169,2748,6796,2020-02-19-15:48:00,
#1,时间线·TimeLine,4095,#20,89846996,[有效],"抽    象    网    课 【 穿  搭   篇 】","http://i0.hdslb.com/bfs/archive/315eee059c309bd7803cc494ba44dc5a2c828a46.jpg",2020-02-18-06:34:04,"兄弟萌，感谢大家对第一个视频的支持，现在这个是更的第二个视频。其中一些灵感来自第一个视频观众提出的一些建议，非常感谢大家。有时间继续更，但刚刚收到一个不好的消息。。。。明天就要复工了。。。但后面还是会抽出时间来更新的。感谢兄弟萌，给个赞吧，砰砰砰！","搞笑","#药水哥##bilibili新星计划##孙笑川#","吴吴吴我哭了","411558270",3115,38,43,114,106,46,289,2020-02-19-15:36:53,
#1,时间线·TimeLine,4095,#21,51959862,[有效],"【药水哥经典】你们别骂了！直播呢！你可别让我给逮住了！西楚霸王！","http://i2.hdslb.com/bfs/archive/eb504bb7bb3f34da7b4fb640fd21301230b4d0c4.jpg",2019-05-09-15:20:10,"喜欢的多多支持哦","搞笑","#药水哥##刘波##奇葩#","在下魔术羊","273974085",476804,1412,244,7302,2389,6607,8837,2020-02-19-15:31:15,
#1,时间线·TimeLine,4095,#22,89657065,[有效],"上网课时，老师与卢本伟的对话                         笑抽了 O(∩_∩)O哈哈~","http://i0.hdslb.com/bfs/archive/217c78db0c7c4a86f486915e8bb4f012946772b9.jpg",2020-02-17-09:04:35,"微博空间","搞笑","#搞笑视频##卢本伟##网课#","Kiyohime乾鲲","407529648",2173652,5012,2722,40900,12032,66001,133206,2020-02-19-15:27:27,
#1,时间线·TimeLine,4095,#23,87183978,[有效],"『打   卡   之   子』-今天你打卡了吗？","http://i2.hdslb.com/bfs/archive/94dcc64bda87d7a8b6959ff38862805521780008.jpg",2020-02-06-15:14:10,"突然间的脑洞，各位都打卡了吗，作业拍照了吗，背书录音了吗？
制作时长：4小时（边听课边做），求个三连+关注
钉钉本来是个很好的办公软件，却硬生生变成了作业检查工具
个人网站www.arsrna.cn www.saten.top","搞笑","#逗比##自制##天气之子#","Ar-Sr-Na","24749747",340155,2152,829,14252,13675,14461,33359,2020-02-19-15:25:47,
#1,时间线·TimeLine,4095,#24,88412456,[有效],"放      送      事      故","http://i0.hdslb.com/bfs/archive/1516e4bb59252385590a879cff29c360739867b6.jpg",2020-02-12-07:13:06,"这是第一天网课试播的视频
要不是老师说欢迎连麦
我也不敢这么皮(ﾟ⊿ﾟ)ﾂ","日常","完整版","黎羽田共","109066388",596910,3599,825,11459,3738,16242,34494,2020-02-19-15:24:42,
#1,时间线·TimeLine,4095,#25,56363476,[有效],"孙笑川tiki连麦药水哥 谁才是嘴臭抽象的最终带师？","http://i2.hdslb.com/bfs/archive/36152bcd98411485f4b11850e45b64c4cd99482d.jpg",2019-06-22-07:30:43,"臭嘴也太厉害了8","日常","#孙笑川##药水哥##带带大师兄#","一只丑年达","241844676",21812,49,59,444,338,233,528,2020-02-19-15:07:31,
#1,时间线·TimeLine,4095,#26,83044483,[有效],"苏    联    内    战","http://i0.hdslb.com/bfs/archive/7d165e1b9a60d8f8895e7ccfeee0fc82f479a301.jpg",2020-01-11-16:33:20,"新科科没伴奏，所以有点对不上，不过在我的调教之下，最后的效果还行，中途pr还卡住了两次，忘记保存还得重新做，看在我这么辛苦的份上点个三连吧","搞笑","#苏联##新科娘##狗妈#","_小王叭_","84315622",831329,1062,891,10511,2510,1915,35444,2020-02-19-14:48:14,
#1,时间线·TimeLine,4095,#27,83583210,[有效],"被孙笑川骂的新科娘","http://i1.hdslb.com/bfs/archive/735f62b81ddf15611661c7d1c3387e36e5c5b00b.png",2020-01-16-02:01:51,"借物表
av80001497
av83251835
av31115775
非商业用途","搞笑","","魔法少女大牛酱","18146526",226755,237,413,2249,603,677,7461,2020-02-19-14:47:34,
#1,时间线·TimeLine,4095,#28,80369314,[有效],"【新科娘】娘突然卖萌，我也就听了几百遍而已","http://i0.hdslb.com/bfs/archive/0d8cd12dc7ddf4d624822d0dcbe61f78eef7c56a.png",2019-12-23-11:21:05,"新科娘直播间
重投，选错了稿件类型，是我的疏忽","搞笑","#新科娘##卖萌##药酱#","八块腹肌小肥牛","7859039",511679,172,286,4034,472,376,6233,2020-02-19-14:47:22,
#1,时间线·TimeLine,4095,#29,30356008,[有效],"我也喜欢二次元","http://i2.hdslb.com/bfs/archive/46b6b472bf1d85a975dcd5c38d8a902d1b5e0a1b.jpg",2018-08-26-06:41:53,"-","日常","","鲨鱼辣椒丶7","24359751",238285,420,301,3599,1089,2246,2730,2020-02-19-14:45:42,
#1,时间线·TimeLine,4095,#30,81193226,[有效],"孙笑川讲诉自己悲惨经历","http://i2.hdslb.com/bfs/archive/bbf2f1bd047ec0d6475832c8891afc5badbbc718.jpg",2019-12-29-13:39:01,"斗鱼老番","日常","#带带大师兄##孙笑川##抽象#","斋藤江鸟","102526744",37930,234,242,661,116,199,1108,2020-02-19-14:44:43,
#1,时间线·TimeLine,4095,#31,89845292,[有效],"【带日记】错的不是我 是世界","http://i0.hdslb.com/bfs/archive/c60add1aa0daadc3c45925c327a09635337d7a86.jpg",2020-02-18-06:23:35,"整活了整活了","日常","#自制##生活##整活#整活了整活了","孙笑川258","402574397",207539,15023,3458,3136,7101,4211,20450,2020-02-19-14:31:54,
#1,时间线·TimeLine,4095,#32,87103167,[有效],"【琴吹梦】日本Vtuber全中国方言自我介绍-上海话篇","http://i1.hdslb.com/bfs/archive/cfb6af6039e695de0988a2cc5d2437e4015eb9e0.jpg",2020-02-06-12:55:30,"大家好，我是琴吹梦
为了达成之前说的征服全中国观众！
将开启一段长期学习中国方言的旅程
各种方言尽管来吧！
不仅让你知道我
还要让你爸爸妈妈爷爷奶奶都爱上我
以上！夜露死苦










哒噶豪，吾斯静慈萌
吾额桑嘿诶吾刚得好伐？？？","综合","#寒假Vlog-一起学习吧 ##琴吹梦##上海话#","琴吹夢_official","442426299",56606,754,950,1946,5631,631,8599,2020-02-18-17:52:22,
#1,时间线·TimeLine,4095,#33,83906278,[有效],"观看一分钟 舒服一整天！","http://i0.hdslb.com/bfs/archive/3342ce5c5570850f6a10c5a11523a998af4a1a68.jpg",2020-01-18-06:15:44,"555 ，  在努力了，连续十多个稿子，终于火了一个，大家能三连或点个赞吗，这是对up猪最大的支持！爱你们嗷！如果我能上一次热门，也就不后悔做up猪了（你们能点开这个视频我也就是很高兴了(｀･ω･´)ゞ）","MAD·AMV","#bilibili新星计划# #MAD# #前方高能#","在下六花有何贵干丶","202517069",3059654,5293,1435,68445,36135,5054,85356,2020-02-18-17:52:03,
#1,时间线·TimeLine,4095,#34,84624432,[有效],"这个视频可能会让你瞎了！！！","http://i0.hdslb.com/bfs/archive/31cb648707e66a3764d4ee3e4b5159e6b06fb306.jpg",2020-01-23-01:30:21,"-","MAD·AMV","#MAD·AMV##论BGM的重要性##bilibili新星计划#","果冻lui","452941348",485796,624,225,5740,1151,257,6901,2020-02-18-17:51:24,
#1,时间线·TimeLine,4095,#35,89180467,[有效],"呐 呐 呐","http://i1.hdslb.com/bfs/archive/3616abd2e234158c78e295496bb6e253fd64d307.jpg",2020-02-15-12:30:08,"BGM：靴の花火 —— Sawako碎花

审核大大辛苦了","MAD·AMV","#联合创作##MAD##AMV#","桜梦吖丶","357916375",144173,505,562,9343,4287,288,16201,2020-02-18-17:50:49,
#1,时间线·TimeLine,4095,#36,89152358,[有效],"李特基老师教你如何用音乐提高祖安素质【litterzy】","http://i0.hdslb.com/bfs/archive/5d2eba3bd7e2eead1c89110663151fe6c712a336.jpg",2020-02-15-07:06:13,"上期 jojo2 av87559599
剧情简介：
此时二楼传来一个声音：哈哈哈，有意思，医生，看来你的小队多了一个有趣的人。四人往上看，二楼站着一个中年大胖子，正摸着胡子。L摸着后脑勺说到：看来这种雕虫小技只能骗骗近处的人。医生：提高各自的能力正式我们来此的目的，牛老板。牛老板：上来吧。四人上到二楼进入了牛老板的房间。大堂内的客人若无其事的继续吃起面来。房间内，L：看来牛老板跟医生认识啊，那你也是AI能力者了？老司机接话道：难道也是一个厨师系能力者?牛老板笑道：我并不是，但是我确实可以训练你们","音乐综合","#祖安##素质##litterzy#","litterzy","43855",80534,972,1082,2271,3235,1261,7417,2020-02-18-17:49:47,
#1,时间线·TimeLine,4095,#37,87594724,[有效],"【心华原创】Xylophone（木琴）【心华五周年】","http://i0.hdslb.com/bfs/archive/225adfd26392e3e5e28c251efbca162362df7eed.jpg",2020-02-09-16:00:34,"童年时的梦想，你还记得多少呢？
====================
XINHUA · X （Xylophone）主题曲
Xylophone（木琴）
作曲 / 编曲 / 混音：Adam_K
作词：河冰 · 浮生
调教：不安定
曲绘：西瓜suika
映像：蒼blue
策划：柳延之
主催：w芷兮儿w
封面：流绪
协力：Irecorder
====================
✿ 『XINHUA』企划联动 ✿
X： av87594724  （12:00 a.m.）
 I： av87277768  （2:","VOCALOID·UTAU","#全民音乐UP主##心华##心华五周年#
童年时的梦想，你还记得多少呢？","柳柳柳柳延之","4671829",6765,101,210,870,500,74,1344,2020-02-18-17:48:56,
#1,时间线·TimeLine,4095,#38,16301206,[有效],"【心华】口袋的天空【原创PV付】【刀特/唯Tu/心】","http://i2.hdslb.com/bfs/archive/3eb68a11c1762bd85bdfd1445e2cfa82f11ffc65.jpg",2017-11-13-13:10:12,"作品类型: 翻调曲
调教: 心
作词: 姚若龙
作曲: 于京延
编曲/混音: 于京延
曲绘: 刀特
PV: 唯Tu
简介补充: “明天的故事都是我的”
终于完成了！为了调这首歌看了接近一千分钟的《爱杀17》（？
这个摸鱼起源于袖蓝的安利
感谢特特的曲绘兔兔的PV，十分感谢，爆哭感谢orz
谢谢观看","VOCALOID·UTAU","快来啊！曲绘PV这么好看！！刀特啊！唯兔啊！","心_ARC","2054875",8862,192,414,1264,916,189,442,2020-02-18-17:47:37,
#1,时间线·TimeLine,4095,#39,56544469,[有效],"【心华x星尘】二次死亡【VOCALOID COVER】【原创pv付】","http://i1.hdslb.com/bfs/archive/9011796713e98df140d07fdb890fc855dc9c1282.jpg",2019-06-23-05:39:13,"av39422134
作词/作曲：著小生zoki（半木生）
编曲：海鸟
调教：灵风
混音：蚀月
曲绘：风铃
视频：七菜
演唱：星尘 心华
vsqx：熊@想吃素的BeaR","VOCALOID·UTAU","#VOCALOID##VOCALOID中文曲##心华#","阿铃养鲸鱼","1961304",5292,77,100,616,234,29,559,2020-02-18-17:47:29,
#1,时间线·TimeLine,4095,#40,57117346,[有效],"【心华原创】一人【原创PV付】","http://i0.hdslb.com/bfs/archive/37aace8f415b3f335b9a20fb0a532344711cd4cf.jpg",2019-06-28-13:00:19,"☆策/词/曲/编：髅髅
★调教：桂月
☆混音/分轨混音：蓬蓬小金人
★曲绘：文岁
☆视频：流绪

好久没投稿了！先吹爆桂月月的调教文岁岁的心华华还有流绪绪的PV！（流绪绪太棒了我哭）
这首词曲是我小学的时候写的（后来也没改过所以很中二玻璃心），写给曾经特别喜欢的好朋友，一直觉得心华是一个特别让人心疼的小姑娘，就让心华唱了这首歌，希望大家喜欢！","VOCALOID·UTAU","#VOCALOID中文曲#","折腾的髅髅噗","12613195",5872,33,201,752,346,37,777,2020-02-18-17:47:21,
#1,时间线·TimeLine,4095,#41,24582001,[有效],"【心华原创】卡美洛湖畔之春【AnoProject】","http://i0.hdslb.com/bfs/archive/5d32e47bedec6f654a9ac8713aef4f5897fd03f6.jpg",2018-06-09-03:58:20,"作品类型: 原创曲
调教: 炌彵P
作词: 迩摩茶
作曲: 炌彵P
编曲: 炌彵P
混音: 炌彵P
曲绘: 果酱子
PV: Jason（R.Wayne）
简介补充: 在遥远的某个湖畔，流传着这样的一支「谣」。诉说着少女与未来的故事。孤独的旅人们迈着坚定的步伐，向前走着，在蔷薇开遍的田野里独舞，在湖畔边低吟浅唱。在仍是「空白」的未来里，她并不会孤独。","VOCALOID·UTAU","#VOCALOID中文曲##心华##原创曲#在遥远的某个湖畔，流传着这样的一支「谣」。诉说着少女与未来的故事。孤独的旅人们迈着坚定的步伐，向前走着，在蔷薇开遍的田野里独舞，在湖畔边低吟浅唱。在仍是「空白」的未来里，她并不会孤独。","AnoProject","8238664",7545,99,196,825,542,49,492,2020-02-18-17:47:07,
#1,时间线·TimeLine,4095,#42,86806404,[有效],"【心华原创】雏菊花事【心华五周年】","http://i0.hdslb.com/bfs/archive/d908cd3cd5fd60eda081ae0011a0ce6ca3df503e.jpg",2020-02-09-23:00:15,"怪晚霞太铺张，轻轻一瞥，就泼洒在脸庞
====================
XINHUA · N （Narcissus）主题曲
雏菊花事
作曲/编曲：Sheep
作词：上林
调教/混音：折v
曲绘：蒜蓉无冬
动画/封面：青色P
策划：柳延之
主催：w芷兮儿w
协力：Irecorder、流绪
====================
✿ 『XINHUA』企划联动 ✿
X： av87594724  （12:00 a.m.）
 I： av87277768  （2:10 a.m.）
N： av86806404","VOCALOID·UTAU","#全民音乐UP主##心华##心华五周年#
怪晚霞太铺张，轻轻一瞥，就泼洒在脸庞","柳柳柳柳延之","4671829",10359,107,294,1639,1107,131,2062,2020-02-18-17:46:33,
#1,时间线·TimeLine,4095,#43,59517982,[有效],"【心华原创】年少赞歌（VC本家）","http://i0.hdslb.com/bfs/archive/8c93edf928bdc92538fdad9612dcfb33e1e4da09.jpg",2019-07-17-06:45:16,"作词：为止&瞳荧
作曲/编曲：潜移默化
演唱/和声：心华
分轨：汤伟彬 
调校/贴混：纳兰寻风
画师：果酱子【黑Nya社】
手写：六两
PV：小航
美术：舒念慈
人声本家：人衣大人 av59494242","VOCALOID·UTAU","#原创##心华##夏日音乐祭#","纳兰寻风","893950",30870,351,421,3677,2605,250,3778,2020-02-18-17:46:02,
#1,时间线·TimeLine,4095,#44,87277768,[有效],"【心华原创】夏夜梦【心华五周年】","http://i0.hdslb.com/bfs/archive/52fd0bc7b27f81f10c8896eb1b1fdafc1a8d0b67.jpg",2020-02-09-18:10:13,"乘纸飞机沿途环游，找寻花朵的骨骼，标记你的偶然路过。
====================
XINHUA · I （Ice Cream）主题曲
夏夜梦
作曲/编曲：望天
作词： 赭柚奶
调教：紫荆7x
混音：Irecorder
曲绘：海纳
映像：卷毛兔
策划：柳延之
主催：w芷兮儿w
封面：流绪
协力：Luke
====================
✿ 『XINHUA』企划联动 ✿
X： av87594724  （12:00 a.m.）
 I： av87277768  （2:10 a.m.）
N：","VOCALOID·UTAU","#全民音乐UP主##心华##心华五周年#
乘纸飞机沿途环游，找寻花朵的骨骼，标记你的偶然路过。","柳柳柳柳延之","4671829",7543,172,290,1365,842,112,1729,2020-02-18-17:45:40,
#1,时间线·TimeLine,4095,#45,85876381,[有效],"【心华原创】伞与繁花【心华五周年】","http://i2.hdslb.com/bfs/archive/e1243a14676cc1de990fc4a7f3e5468833644469.jpg",2020-02-10-06:10:59,"不畏风雨，心生繁花。
====================
XINHUA · U （Umbrella）主题曲
伞与繁花
作曲/编曲：Kevinz
作词：-幻-
调教：小墨
混音：1-zero
曲绘：辛树
映像：多巴胺
策划：柳延之
主催：w芷兮儿w
封面：流绪
协力：Irecorder
====================
✿ 『XINHUA』企划联动 ✿
X： av87594724  （12:00 a.m.）
 I： av87277768  （2:10 a.m.）
N： av86806404  ","VOCALOID·UTAU","#全民音乐UP主##心华##心华五周年#
不畏风雨，心生繁花。","柳柳柳柳延之","4671829",7095,64,228,1235,773,77,1713,2020-02-18-17:45:32,
#1,时间线·TimeLine,4095,#46,86058977,[有效],"【心华原创】科罗娜【心华五周年】","http://i1.hdslb.com/bfs/archive/4f5cae4b571bedd6a99353ef0655dd5027888635.jpg",2020-02-10-11:00:33,"简介：

要赶在速冻即食的爱过期前尽情表演，拙劣却也光鲜
====================
XINHUA · A （Alcohol）主题曲
科罗娜
作曲/编曲：髅髅
作词：纪远
调教/实景素材：清茶
分轨混音：蓬蓬小金人
人声混音：URUUT
曲绘：贰鱼
策划/后期：柳延之
主催：w芷兮儿w
封面：流绪
协力：Irecorder、冰山_hyozan
====================
✿ 『XINHUA』企划联动 ✿
X： av87594724  （12:00 a.m.）
 I： av872","VOCALOID·UTAU","#全民音乐UP主##心华##心华五周年#
要赶在速冻即食的爱过期前尽情表演，拙劣却也光鲜","柳柳柳柳延之","4671829",9448,33,172,934,460,53,1458,2020-02-18-17:45:25,
